beer_beerid,review_overall,review_aroma,review_appearance,review_palate,review_taste,beer_abv
33227,3.619718309859155,3.4859154929577465,3.7535211267605635,3.5704225352112675,3.507042253521127,7.5
28758,3.6666666666666665,3.361111111111111,4.111111111111111,3.5277777777777777,3.5,5.5
11849,4.0,3.857142857142857,3.2857142857142856,3.7142857142857144,4.0,5.5
36225,4.0,3.5,3.25,3.5,3.5,7.6
24082,3.6666666666666665,3.3333333333333335,3.9444444444444446,3.5,3.5555555555555554,6.8
71481,3.6666666666666665,3.5,4.0,3.3333333333333335,3.5,11.0
64766,4.166666666666667,4.166666666666667,4.333333333333333,3.8333333333333335,4.333333333333333,8.5
58916,4.666666666666667,3.0,4.833333333333333,4.333333333333333,4.166666666666667,7.2
18616,3.727272727272727,3.3181818181818183,3.6818181818181817,3.227272727272727,3.5,4.5
28937,3.1666666666666665,3.5,3.0,3.6666666666666665,3.0,8.8
74086,5.0,4.75,4.75,4.5,4.75,5.5
13583,4.045454545454546,3.3636363636363638,3.727272727272727,3.409090909090909,3.5454545454545454,5.0
6075,4.13,3.742,3.894,3.922,3.998,6.25
59946,4.0,3.5,4.0,3.25,3.75,5.2
69191,4.0,3.75,4.0,3.75,4.0,7.0
74886,4.0,3.5,3.0,4.0,4.0,4.5
71021,4.5,4.5,4.0,4.5,4.5,11.0
20256,2.5,3.5,3.5,2.5,3.0,4.0
76438,4.0,4.0,3.5,3.5,4.0,9.2
51598,3.5277777777777777,3.5972222222222223,3.4166666666666665,3.4722222222222223,3.4583333333333335,5.0
61362,3.9545454545454546,3.727272727272727,4.045454545454546,3.909090909090909,3.9545454545454546,9.0
23782,3.75,3.5,3.875,3.625,3.0,6.8
17955,2.25,4.25,3.0,2.25,2.75,3.0
63137,3.5,3.5,3.5,3.0,3.0,5.0
43044,4.0,4.0,3.5,4.0,4.0,6.9
8971,3.8684210526315788,3.8421052631578947,3.8947368421052633,3.973684210526316,3.8684210526315788,9.0
63076,4.0,4.3,4.2,4.2,4.3,5.8
28902,3.5,3.6666666666666665,3.6666666666666665,3.1666666666666665,3.1666666666666665,3.9
63532,4.0,3.5,4.0,4.0,3.5,11.0
4932,4.0,4.0,4.0,4.0,4.5,6.0
21145,3.3125,3.6875,3.75,3.625,3.3125,4.7
47785,3.8212605832549387,3.892285983066792,3.997177798682973,3.9882408278457198,3.9981185324553152,9.5
37440,3.6666666666666665,3.6666666666666665,4.0,3.6666666666666665,3.8333333333333335,4.5
14938,3.4,3.2,3.6,3.3,3.4,7.2
25193,4.5,4.0,3.75,4.0,4.25,4.4
53257,3.5,3.75,3.625,3.625,3.625,5.0
28713,3.9166666666666665,3.75,3.8333333333333335,3.5,3.9166666666666665,5.2
2398,3.0,2.9583333333333335,3.3333333333333335,3.0416666666666665,2.8333333333333335,4.0
70764,4.0,4.0,3.5,3.5,4.0,6.2
8402,3.888888888888889,3.6666666666666665,4.111111111111111,3.7222222222222223,3.9444444444444446,5.2
60314,4.0,4.0,4.0,4.0,4.0,7.8
75663,2.5,3.5,3.0,2.5,1.5,5.3
70769,4.0,3.5,4.0,3.5,3.5,8.0
1432,2.84375,2.421875,2.703125,2.6875,2.640625,4.7
29723,4.0,4.166666666666667,4.0,4.166666666666667,4.0,7.5
48627,3.875,3.875,3.625,3.625,3.75,8.0
44938,1.5,1.5,1.5,1.5,1.5,4.0
8280,3.6507936507936507,3.5873015873015874,3.6587301587301586,3.5,3.5555555555555554,5.5
70142,2.75,3.25,2.25,2.25,3.25,4.5
56727,4.0,4.25,3.75,3.75,4.25,7.0
59098,2.1666666666666665,2.3333333333333335,3.3333333333333335,2.6666666666666665,2.3333333333333335,4.5
41051,4.0,3.5,4.0,4.0,3.5,4.8
37895,4.0,3.625,3.875,3.875,4.0,4.75
36009,3.75,3.5,4.0,4.0,4.0,6.0
26234,3.2327823691460056,3.2231404958677685,3.428374655647383,3.03168044077135,3.0633608815426996,5.5
8453,3.8333333333333335,3.8333333333333335,4.0,3.6666666666666665,3.8333333333333335,4.6
794,4.030921052631579,3.656578947368421,3.8144736842105265,3.8407894736842105,3.9125,5.8
36297,4.0,3.6666666666666665,3.6666666666666665,3.5,3.8333333333333335,7.3
22123,2.0,1.5,3.0,1.5,2.0,7.5
2029,5.0,4.0,4.0,4.0,4.5,5.32
15366,4.0,4.0,4.0,4.0,4.0,5.8
20648,1.5,2.0,1.5,2.0,1.5,4.0
24171,3.225806451612903,3.564516129032258,3.5806451612903225,3.5,3.4193548387096775,9.0
50857,3.0,2.5,4.0,2.5,2.5,5.2
63068,3.8,4.0,4.0,3.8,3.8,7.5
34658,3.9318181818181817,3.772727272727273,3.6818181818181817,3.6136363636363638,3.727272727272727,5.4
38190,3.9166666666666665,4.25,4.0,3.5833333333333335,3.8333333333333335,7.0
65360,4.0,3.0,4.0,3.0,3.0,5.8
57902,1.8333333333333333,1.8333333333333333,2.1666666666666665,2.6666666666666665,1.8333333333333333,5.0
27583,3.5,3.5,3.0,3.25,3.625,5.0
25428,1.75,2.75,3.75,2.0,1.75,4.97
50198,3.375,3.75,4.0,3.75,3.5,7.0
66525,4.0,3.5,4.0,4.0,4.0,5.5
19995,4.5,4.333333333333333,4.333333333333333,4.333333333333333,4.5,11.0
44018,3.0,3.5,3.5,3.0,2.5,5.0
54604,3.5,3.625,3.8583333333333334,3.6166666666666667,3.533333333333333,9.6
65328,3.0,2.5,3.5,2.5,3.0,5.2
59617,3.0,3.5,4.0,4.0,3.5,6.2
1532,2.8636363636363638,2.6363636363636362,3.1136363636363638,2.8863636363636362,2.7045454545454546,5.0
26255,3.5,3.5,3.0,3.5,3.5,5.0
15200,3.5,4.5,3.5,4.0,4.0,8.0
36648,4.0,4.0,4.0,4.0,4.0,6.0
30218,3.7,3.2,3.8,3.4,3.4,5.0
28382,2.772727272727273,2.9545454545454546,3.0454545454545454,2.8636363636363638,2.8181818181818183,4.5
11547,4.15,3.95,4.0125,4.1125,4.0375,6.0
24499,4.0,3.0,4.0,3.0,3.5,5.0
61532,3.1,3.2,3.5,3.3,3.0,5.5
57439,3.25,3.0,2.75,3.5,3.75,4.5
10690,4.5,4.5,3.75,3.75,4.0,4.5
8133,2.5,2.5,3.0,2.5,2.0,5.3
28185,4.5,3.0,4.0,4.5,4.0,3.7
4734,4.25,3.625,4.25,3.875,3.625,4.7
56785,4.25,4.5,4.25,4.25,4.25,10.08
41087,4.125,4.041666666666667,4.208333333333333,4.333333333333333,4.333333333333333,10.2
6809,3.5,2.6666666666666665,3.5,3.3333333333333335,3.3333333333333335,5.0
68948,3.6129032258064515,3.7580645161290325,3.8548387096774195,3.5,3.596774193548387,6.0
48870,4.166666666666667,4.166666666666667,4.333333333333333,4.0,4.166666666666667,11.0
22343,3.9638242894056845,3.661498708010336,3.6679586563307494,3.6266149870801034,3.834625322997416,4.39
3947,4.0,4.0,4.0,4.0,4.0,4.8
13275,3.8333333333333335,3.3333333333333335,3.6666666666666665,4.0,4.0,4.9
19831,2.5,2.7,3.1,2.5,2.7,5.0
67247,4.25,4.75,4.5,4.25,4.0,11.0
10914,3.433333333333333,3.6333333333333333,3.566666666666667,3.566666666666667,3.566666666666667,10.0
29116,3.4444444444444446,3.388888888888889,3.8333333333333335,3.7777777777777777,3.4166666666666665,4.1
10546,4.0,4.0,4.0,4.0,4.0,4.8
36984,3.0,3.0,3.0,2.5,2.5,4.5
57484,4.125,3.75,4.0,3.875,4.125,9.0
65694,4.5,4.375,4.0,4.375,4.5,4.3
64593,3.8333333333333335,3.5,3.8333333333333335,3.6666666666666665,3.6666666666666665,5.5
44856,4.5,4.384615384615385,4.1923076923076925,4.115384615384615,4.076923076923077,5.0
19316,3.0,2.0,3.5,2.5,2.5,3.9
29338,4.5,4.5,4.0,4.5,5.0,6.0
13894,4.0,2.5,3.0,4.0,3.5,4.7
73855,3.75,3.25,3.5,4.0,3.75,5.8
74711,3.75,4.0,3.75,3.75,4.0,7.7
60661,3.7,3.5,3.8,3.7,3.3,8.0
38457,4.0,4.0,3.5,3.5,4.0,5.0
22898,4.5,4.5,3.75,4.0,4.0,5.0
61439,4.357142857142857,4.071428571428571,4.071428571428571,4.214285714285714,4.214285714285714,9.5
13876,4.0,4.0,4.0,4.0,4.0,4.6
46694,3.8,3.7,3.4,3.7,3.4,3.7
31824,4.0,2.8333333333333335,4.0,3.8333333333333335,3.6666666666666665,5.0
64472,4.0,4.0,4.0,4.0,4.0,6.8
75838,3.5,3.5,3.0,3.5,3.5,6.0
66082,3.772727272727273,3.659090909090909,4.0,3.772727272727273,3.8636363636363638,7.5
48450,4.37719298245614,4.5,4.37719298245614,4.482456140350878,4.456140350877193,10.0
65295,4.75,4.5,3.75,4.25,4.5,9.0
30106,3.5,3.5,4.0,3.5,4.0,4.0
5501,3.5,4.0,4.0,4.0,4.0,10.0
20152,3.5,3.0,3.5,3.5,3.5,8.1
34349,4.5,4.0,4.5,4.0,5.0,8.0
24407,3.5,4.0,3.0,3.0,4.0,7.3
45447,4.1,3.95,3.7,3.9,4.1,5.0
75342,2.8333333333333335,2.6666666666666665,3.8333333333333335,3.1666666666666665,2.6666666666666665,5.5
2440,2.893939393939394,3.484848484848485,3.590909090909091,3.0303030303030303,3.0606060606060606,5.1
52019,3.723404255319149,3.6702127659574466,3.765957446808511,3.6914893617021276,3.7127659574468086,9.3
10335,4.1,3.8,3.9,4.3,4.0,5.6
34812,4.5,4.0,4.0,4.0,4.0,3.9
76718,3.0,3.5,4.0,3.0,3.0,5.0
607,3.8262345679012344,3.454012345679012,3.7351851851851854,3.5688271604938273,3.603395061728395,5.2
19751,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,4.0,8.4
16234,4.416666666666667,3.4166666666666665,3.8333333333333335,4.083333333333333,4.166666666666667,5.99
43785,3.7413793103448274,3.6551724137931036,3.6206896551724137,3.5344827586206895,3.7413793103448274,5.5
62081,3.75,3.25,3.75,3.75,3.375,5.0
45171,4.333333333333333,4.166666666666667,4.0,4.166666666666667,4.0,7.8
68187,4.5,4.333333333333333,4.166666666666667,4.0,4.166666666666667,18.0
3710,4.0,3.3,3.9,3.7,3.9,4.5
60008,3.0,3.0,4.0,3.0,3.0,4.1
54313,4.5,4.5,4.0,4.0,4.5,5.8
17575,3.576923076923077,3.9615384615384617,3.8076923076923075,3.9615384615384617,4.076923076923077,10.0
49337,3.0,3.0,3.0,3.0,3.0,4.9
72482,4.136363636363637,3.6818181818181817,4.136363636363637,4.136363636363637,4.136363636363637,6.0
18667,4.0,4.0,3.5,3.5,4.0,5.0
50466,3.6,4.2,4.1,3.8,4.1,12.0
22490,3.475609756097561,3.548780487804878,3.475609756097561,3.3536585365853657,3.4390243902439024,4.5
52354,4.0,3.5,4.5,4.0,4.0,3.9
71924,3.5,3.0,3.5,3.5,3.5,4.3
62391,2.5,3.0,3.0,2.5,2.5,4.5
71952,3.269230769230769,3.5,3.6538461538461537,3.6538461538461537,3.1923076923076925,6.5
60432,3.8333333333333335,3.6666666666666665,4.0,4.0,4.0,5.0
1810,3.880952380952381,3.8095238095238093,3.9047619047619047,3.6785714285714284,3.7738095238095237,7.2
27745,4.038461538461538,3.8846153846153846,4.153846153846154,3.9423076923076925,3.8653846153846154,5.3
46225,3.5,3.75,4.25,3.5,3.5,5.0
6614,4.516666666666667,4.05,4.316666666666666,4.216666666666667,4.383333333333334,4.5
5162,3.84375,3.8125,4.0625,3.65625,3.84375,6.0
67137,3.75,3.75,4.25,3.25,3.75,4.0
67481,4.0,3.5,4.25,3.5,3.75,5.8
41894,3.5,3.375,3.25,3.375,3.375,4.6
70573,3.9166666666666665,3.75,3.75,3.9166666666666665,3.9166666666666665,4.5
75782,3.625,3.875,4.375,3.875,3.5,8.5
5537,3.764705882352941,3.588235294117647,3.7450980392156863,3.656862745098039,3.6470588235294117,5.5
50374,3.5,3.0,3.5,3.0,3.0,5.5
24721,4.0,4.0,3.75,3.75,3.75,7.0
44580,4.5,4.0,4.0,4.5,4.5,5.8
11406,2.5,3.0,3.0,3.0,3.5,13.0
9766,3.875,3.875,3.625,3.75,4.125,5.0
70657,3.5,3.5,3.5,3.0,3.0,6.5
28806,4.5,3.5,3.5,4.0,3.5,8.0
67244,4.333333333333333,4.285714285714286,4.333333333333333,4.333333333333333,4.285714285714286,6.8
51793,2.5,3.0,2.0,2.5,3.0,4.8
75986,4.0,4.5,3.5,4.0,4.0,8.9
45702,4.0,3.0,3.0,3.0,3.5,4.1
55619,4.104477611940299,4.2835820895522385,3.970149253731343,4.059701492537314,4.298507462686567,10.5
67372,3.6818181818181817,3.590909090909091,3.9545454545454546,3.727272727272727,3.727272727272727,5.8
31038,3.875,3.25,3.375,3.5,3.5,5.5
45936,4.089743589743589,4.343589743589743,3.730769230769231,3.91025641025641,4.387179487179488,10.0
39096,4.390804597701149,4.339080459770115,4.218390804597701,4.339080459770115,4.494252873563219,6.0
37057,1.5,1.5,2.5,2.0,1.5,3.2
9031,4.6,4.2,4.3,4.1,4.2,4.5
26395,4.289693593314763,4.075208913649025,4.082172701949861,4.03899721448468,4.112813370473537,5.5
19286,3.25,3.5,3.5,3.5,3.5,7.0
1783,3.7035714285714287,3.525,3.65,3.5285714285714285,3.5714285714285716,5.8
6,3.7078071182548795,3.515499425947187,3.8398392652123996,3.513777267508611,3.6440872560275546,5.6
69763,3.5,3.0,3.5,3.5,3.5,7.6
58531,4.0,4.0,3.8333333333333335,4.0,4.166666666666667,11.0
55310,3.6666666666666665,3.5,4.0,3.8333333333333335,3.6666666666666665,4.5
65801,3.75,4.0,4.0,3.5,4.0,4.3
55637,3.9166666666666665,3.9166666666666665,4.083333333333333,3.9166666666666665,3.9166666666666665,9.0
23042,3.5326340326340326,3.3974358974358974,3.621212121212121,3.4277389277389276,3.3426573426573425,5.2
59846,4.5,4.5,4.0,4.0,4.0,3.5
72285,3.75,4.25,3.0,3.5,3.75,12.0
46663,3.0789473684210527,3.3947368421052633,3.210526315789474,3.1842105263157894,3.236842105263158,8.2
6841,3.6666666666666665,3.780701754385965,3.6403508771929824,3.56140350877193,3.719298245614035,7.5
6085,4.166666666666667,3.5,3.6666666666666665,3.3333333333333335,3.5,5.4
53812,3.9375,4.125,3.9375,4.0,4.0,6.2
64801,3.0,4.0,3.5,3.5,3.0,7.7
76903,4.0,3.5,3.5,3.5,3.5,7.7
55453,3.25,2.25,3.0,2.25,2.75,4.8
43396,3.625,4.0,4.375,3.375,3.625,6.2
56480,3.5,3.0,3.6666666666666665,3.1666666666666665,2.8333333333333335,4.3
39271,3.5,3.5,4.0,3.5,3.5,4.7
54223,3.8,4.0,3.9,3.9,3.7,8.1
20367,3.5,3.0,3.5,3.0,3.5,3.8
8060,3.923076923076923,3.8846153846153846,4.038461538461538,3.730769230769231,3.9615384615384617,5.0
70373,2.5,2.5,3.5,2.0,2.0,4.8
2435,3.1451077943615258,2.675787728026534,2.886401326699834,2.961028192371476,2.896351575456053,5.0
28575,3.5,4.0,3.5,3.6666666666666665,3.8333333333333335,7.5
12928,3.40625,3.25,3.53125,3.40625,3.34375,6.4
27683,4.5,3.5,4.5,4.5,4.0,5.2
67868,3.5,3.3181818181818183,3.727272727272727,3.522727272727273,3.340909090909091,4.5
44253,3.5,3.25,3.25,3.25,3.25,5.2
29935,3.5,3.5,3.5,3.5,3.5,6.5
41162,4.0,4.0,3.5,3.5,4.0,6.0
55457,3.909090909090909,4.2727272727272725,4.090909090909091,4.181818181818182,4.136363636363637,10.0
64077,4.0,3.5,4.0,4.0,4.0,4.0
9400,4.0,4.0,3.75,4.0,4.25,9.8
13721,2.7777777777777777,2.5555555555555554,2.8333333333333335,2.6666666666666665,2.611111111111111,4.6
62481,2.5,4.0,4.0,4.0,2.0,7.7
16763,4.5,4.5,4.5,4.5,4.5,8.0
47862,3.5714285714285716,3.642857142857143,4.071428571428571,3.5714285714285716,3.5,5.5
60590,4.0,4.0,4.0,4.0,4.0,5.7
1773,4.205882352941177,4.235294117647059,4.176470588235294,4.294117647058823,4.382352941176471,6.0
33608,4.0,3.8333333333333335,3.8333333333333335,4.0,3.8333333333333335,7.6
60826,4.094827586206897,4.25,3.8620689655172415,3.9482758620689653,4.068965517241379,7.0
58873,3.9456521739130435,3.869565217391304,3.891304347826087,3.898550724637681,3.9528985507246377,7.0
50272,4.0,3.5,3.5,2.5,3.0,4.5
19551,4.0,4.0,4.0,4.0,4.0,4.0
29652,4.0,4.5,4.0,3.5,4.0,3.8
65151,4.406976744186046,4.395348837209302,4.395348837209302,4.523255813953488,4.430232558139535,12.12
22320,4.0,4.5,4.0,4.0,4.0,5.8
70305,3.6666666666666665,3.8333333333333335,3.6666666666666665,3.8333333333333335,3.6666666666666665,11.6
41875,4.0,3.5,3.5,3.5,4.0,5.5
26314,4.5,4.0,4.0,4.0,5.0,5.1
41741,4.0,3.0,3.5,3.5,3.5,5.0
49114,3.7142857142857144,3.642857142857143,3.8214285714285716,3.642857142857143,3.4642857142857144,5.3
71817,3.625,3.5,4.25,3.625,3.5,5.4
7495,3.6228070175438596,3.587719298245614,3.6491228070175437,3.5526315789473686,3.5964912280701755,9.1
50589,3.875,4.125,3.75,4.0,4.125,4.5
16127,3.2,4.0,3.9,3.5,3.8,10.0
56288,4.285714285714286,4.0,4.071428571428571,4.285714285714286,4.142857142857143,13.0
57180,2.0,3.5,3.5,3.0,2.0,7.68
73718,3.5,3.0,3.5,3.0,3.5,4.2
22022,4.0,3.5,3.5,3.5,4.0,6.5
64809,4.0,3.5,3.5,3.5,3.5,5.3
75451,4.0,4.0,4.5,3.5,4.25,6.8
663,3.6875,3.4375,3.5,3.3125,3.625,5.5
75666,4.0,3.5,3.5,4.0,4.0,6.3
22516,4.25,4.5,4.25,4.25,4.25,7.1
69385,4.0,4.0,3.75,3.5,4.25,8.5
75952,4.166666666666667,3.8333333333333335,4.25,4.25,4.083333333333333,6.4
25778,4.0,4.0,4.0,3.888888888888889,4.333333333333333,8.3
70070,4.0,3.5,4.5,4.0,4.0,7.25
39701,4.0,3.5,3.75,3.25,3.75,4.2
1569,3.3675496688741724,3.5364238410596025,3.728476821192053,3.3311258278145695,3.3940397350993377,5.6
57202,3.7375,3.705357142857143,3.8839285714285716,3.7339285714285713,3.7714285714285714,6.0
18842,3.526315789473684,3.4473684210526314,3.539473684210526,3.3289473684210527,3.3947368421052633,5.0
61030,4.0,3.75,3.9166666666666665,3.75,3.8333333333333335,7.0
4466,2.7142857142857144,2.4642857142857144,3.0357142857142856,2.642857142857143,2.642857142857143,2.8
5112,3.8666666666666667,3.933333333333333,3.8,3.9,3.8333333333333335,3.3
59005,4.0,4.5,4.0,4.0,4.0,8.75
69172,4.125,4.0,3.625,4.125,3.875,6.4
67805,3.3333333333333335,3.0,3.1666666666666665,3.3333333333333335,3.3333333333333335,5.3
64834,3.5,3.75,3.25,3.5,3.5,6.0
51336,4.0,4.0,4.0,4.0,4.0,9.0
38559,3.566666666666667,3.1666666666666665,3.6,3.3333333333333335,3.2666666666666666,5.0
11905,2.5,2.5,3.0833333333333335,2.3333333333333335,2.5833333333333335,5.2
58143,4.0,3.5,3.0,4.5,3.5,5.5
63322,4.125,4.0,3.875,3.625,3.875,4.1
69836,2.625,2.875,3.0,2.5,2.875,7.0
14615,3.0,2.75,3.0,3.25,3.0,4.7
27488,4.0,4.5,4.0,4.0,3.5,5.8
48732,2.5,2.0,4.0,2.5,3.0,8.0
76846,3.5,3.0,4.0,3.5,3.5,9.3
51453,3.5,3.5,4.0,3.0,3.5,6.5
76171,4.0,4.0,3.5,4.5,4.0,4.5
11248,3.6739130434782608,3.4130434782608696,3.4782608695652173,3.4347826086956523,3.4130434782608696,6.0
69698,4.0,4.375,4.25,4.0,4.125,7.5
67221,2.5,3.0,3.5,2.0,2.5,6.2
22060,2.0,1.8333333333333333,2.3333333333333335,2.3333333333333335,1.8333333333333333,3.5
66726,4.5,4.25,4.5,4.25,4.5,5.7
3040,4.235294117647059,4.176470588235294,4.147058823529412,3.9705882352941178,4.205882352941177,5.7
2275,4.0344827586206895,3.8275862068965516,3.896551724137931,3.7758620689655173,3.9827586206896552,5.7
34974,4.0,4.0,3.75,4.0,4.0,7.75
61760,3.4,3.3,3.0,3.3,3.4,5.6
28991,4.0,4.5,3.5,3.5,4.0,3.3
5753,3.759259259259259,3.4990253411306043,3.6871345029239766,3.5789473684210527,3.632553606237817,5.8
65517,3.869047619047619,3.892857142857143,4.0476190476190474,3.869047619047619,3.880952380952381,6.5
25877,3.1,3.0,3.2,3.1,3.1,4.8
2418,1.25,1.75,2.0,2.0,1.25,5.8
22192,4.108695652173913,3.880434782608696,3.989130434782609,3.9565217391304346,4.092391304347826,5.7
22100,4.0,4.0,4.5,3.5,4.0,4.4
26652,2.9482758620689653,2.9482758620689653,3.189655172413793,3.0517241379310347,2.793103448275862,5.2
62461,3.5,3.5,3.5,4.0,3.5,4.5
16734,5.0,4.5,4.5,4.0,4.5,10.0
41618,3.5,3.5,3.5,4.0,3.5,6.5
2395,3.1293103448275863,3.3275862068965516,3.6206896551724137,3.1120689655172415,2.9913793103448274,4.5
24093,3.5182481751824817,3.521897810218978,3.7481751824817517,3.4708029197080292,3.4817518248175183,6.0
29639,4.0,3.25,3.75,3.25,3.75,5.5
70680,3.0,2.75,3.0,3.0,3.0,5.0
29758,2.5,3.0,3.5,2.5,2.5,3.8
4074,3.8275862068965516,3.4310344827586206,3.8620689655172415,3.6551724137931036,3.7413793103448274,3.9
33808,4.0,3.5,4.0,4.5,3.5,4.9
64189,3.909090909090909,3.8181818181818183,4.0,3.6818181818181817,3.6818181818181817,6.1
514,3.7758620689655173,3.6724137931034484,3.810344827586207,3.689655172413793,3.7758620689655173,4.9
20789,3.5633333333333335,3.493333333333333,3.6233333333333335,3.58,3.5433333333333334,7.5
66052,4.058035714285714,4.160714285714286,4.111607142857143,3.96875,4.116071428571429,9.0
14434,3.0,3.0,3.5,3.0,3.0,4.3
41505,3.5609756097560976,3.6570121951219514,3.635670731707317,3.6478658536585367,3.6341463414634148,9.0
43875,3.25,3.1666666666666665,3.5,3.5833333333333335,3.25,6.0
5243,3.7209302325581395,3.63953488372093,3.8982558139534884,3.7005813953488373,3.7209302325581395,6.8
32390,4.0,4.5,4.0,3.5,4.0,6.2
4349,3.7333333333333334,3.7333333333333334,4.166666666666667,3.6,3.7666666666666666,7.8
7476,3.7142857142857144,3.2857142857142856,3.5714285714285716,3.642857142857143,3.0714285714285716,5.3
24631,2.5,2.0,2.5,1.5,2.0,4.5
68443,3.0,3.5,3.8333333333333335,3.3333333333333335,3.1666666666666665,6.0
34657,3.5,3.5,3.5,3.5,3.5,4.7
32145,3.5,4.0,4.0,4.0,3.5,3.4
52134,3.5,3.375,4.0,3.25,3.125,7.0
23522,2.25,3.0,4.0,2.5,2.0,4.1
32855,4.0,3.8333333333333335,4.0,4.0,3.6666666666666665,7.7
6559,3.9191176470588234,3.6029411764705883,3.7205882352941178,3.5588235294117645,3.6323529411764706,5.0
72437,3.5,5.0,3.5,3.5,3.0,5.8
1729,3.8,2.7,3.0,3.3,3.5,4.75
38050,4.0,3.5,4.0,3.5,4.0,5.4
12645,4.196078431372549,3.8529411764705883,4.0,3.9901960784313726,4.166666666666667,5.4
19114,4.5,4.25,4.0,4.375,4.5,8.0
31435,3.2857142857142856,3.4642857142857144,3.5,3.357142857142857,3.357142857142857,8.0
28529,3.05,2.9,2.75,2.9,3.05,4.5
31917,4.0,4.0,4.0,3.0,3.5,5.7
389,3.6666666666666665,3.5952380952380953,3.761904761904762,3.7142857142857144,3.7222222222222223,8.0
70891,4.0,4.5,4.0,4.0,4.0,5.0
30689,3.5,3.5,4.0,3.0,4.0,4.2
52846,4.5,4.0,4.5,4.5,4.5,8.0
7557,3.7152777777777777,3.576388888888889,3.8680555555555554,3.576388888888889,3.5208333333333335,5.5
24445,3.5,3.5,3.5,3.5,3.5,4.2
28735,3.75,3.625,3.5,3.625,3.75,5.4
2248,3.857142857142857,3.8968253968253967,3.992063492063492,3.865079365079365,3.9206349206349205,6.0
74502,3.25,3.25,3.5,3.0,2.75,4.7
5686,3.7259036144578315,3.608433734939759,3.7981927710843375,3.6566265060240966,3.6596385542168677,5.2
29426,4.0,4.0,4.0,4.5,4.0,5.6
15223,4.0,4.5,4.5,3.75,4.0,8.0
75379,4.0,4.5,3.0,3.5,4.0,4.5
71287,4.0,3.75,3.5,3.5,4.0,6.0
10566,2.75,2.5,3.0,3.0,2.75,4.5
47641,4.25,4.0,4.0,3.5,4.0,6.2
39290,2.5,3.0,2.5,2.5,3.0,3.6
15981,4.5,3.875,3.875,4.0,4.375,4.0
2373,1.25,1.53125,1.71875,1.375,1.34375,4.2
69971,4.25,3.75,4.25,4.25,4.25,4.9
43010,3.3507462686567164,3.3694029850746268,3.373134328358209,3.4291044776119404,3.373134328358209,8.5
73476,4.0,3.5,4.0,4.0,4.0,4.0
37206,3.814516129032258,3.8669354838709675,3.9233870967741935,3.9596774193548385,3.8870967741935485,9.0
49697,3.25,3.25,3.5,3.5,3.5,10.0
63026,4.75,4.5,4.0,4.0,4.5,7.5
73886,3.8333333333333335,3.8333333333333335,3.5,3.6666666666666665,4.0,7.0
9910,3.7844827586206895,3.3189655172413794,3.6724137931034484,3.586206896551724,3.603448275862069,5.1
71435,3.5,2.0,3.0,3.0,3.5,8.0
47166,3.3392857142857144,3.075,3.4464285714285716,3.275,3.1535714285714285,5.5
76663,4.125,4.0,4.0,3.875,4.125,7.0
49054,3.9,4.05,4.05,3.9,4.2,9.6
75613,4.5,4.0,4.5,4.0,4.0,5.5
47701,3.625,3.375,3.625,3.25,3.75,6.0
63411,3.625,3.625,3.75,3.875,4.0,5.5
34320,2.0,2.5,3.5,2.0,2.0,5.9
4874,3.686224489795918,3.49234693877551,3.795918367346939,3.5280612244897958,3.6403061224489797,5.7
5416,3.982142857142857,3.6339285714285716,3.892857142857143,3.830357142857143,3.857142857142857,5.6
16559,4.178571428571429,3.9642857142857144,4.357142857142857,4.25,4.071428571428571,8.5
27240,3.0,4.0,4.0,3.25,3.0,5.6
51971,4.5,4.0,4.0,4.0,4.5,5.5
64055,4.25,4.288793103448276,4.043103448275862,4.168103448275862,4.353448275862069,9.5
65732,3.875,4.0,3.875,4.125,4.125,6.5
14025,4.5,3.5,3.0,4.0,4.0,4.0
66061,4.0,4.0,4.0,4.0,4.0,5.0
26668,4.5,3.5,4.0,4.5,4.0,5.0
41771,3.0,2.769230769230769,3.3846153846153846,2.9615384615384617,2.6153846153846154,4.9
60618,3.8,3.75,3.65,3.85,3.9,5.4
69806,3.9,3.9,4.2,3.8,4.0,11.0
45577,3.625,3.75,3.5,3.625,3.875,7.5
35299,3.951417004048583,4.089068825910931,4.109311740890688,3.9979757085020244,4.09919028340081,10.0
40862,4.0,5.0,4.5,3.5,4.0,14.0
66826,3.9642857142857144,4.0,3.857142857142857,3.9285714285714284,3.892857142857143,7.5
25050,3.2058823529411766,2.7058823529411766,3.088235294117647,3.1176470588235294,3.0588235294117645,5.5
28484,2.5555555555555554,2.8333333333333335,3.5555555555555554,3.0,2.6666666666666665,13.0
58152,3.6875,4.25,3.1875,3.3125,3.5625,13.0
48087,3.7222222222222223,3.5,3.7222222222222223,3.6666666666666665,3.5555555555555554,4.0
53112,3.7777777777777777,3.8333333333333335,3.888888888888889,3.8333333333333335,3.8333333333333335,5.1
29263,4.5,4.0,4.0,3.5,4.0,5.6
20959,4.166666666666667,4.0,3.5,3.6666666666666665,3.8333333333333335,4.7
25529,2.5,2.5,2.5,3.0,2.5,4.5
43397,4.038834951456311,3.7135922330097086,3.6553398058252426,3.7572815533980584,3.7815533980582523,5.5
70586,4.5,4.0,4.0,4.5,4.0,9.9
63169,3.75,3.5,3.25,3.5,3.75,5.2
